200,2021-04-14 18:01:17.435659,2021-04-14 18:01:18.603652
200,2021-04-14 18:01:17.440661,2021-04-14 18:01:18.621650
200,2021-04-14 18:01:17.438660,2021-04-14 18:01:18.635651
200,2021-04-14 18:01:17.437660,2021-04-14 18:01:18.730650
200,2021-04-14 18:01:17.436660,2021-04-14 18:01:18.734649
200,2021-04-14 18:01:17.445659,2021-04-14 18:01:18.864648
200,2021-04-14 18:01:17.436660,2021-04-14 18:01:18.983647
200,2021-04-14 18:01:17.438660,2021-04-14 18:01:18.984647
200,2021-04-14 18:01:17.440661,2021-04-14 18:01:19.054646
200,2021-04-14 18:01:17.453660,2021-04-14 18:01:19.293644
200,2021-04-14 18:01:17.442661,2021-04-14 18:01:19.416643
200,2021-04-14 18:01:17.437660,2021-04-14 18:01:19.521643
200,2021-04-14 18:01:17.435659,2021-04-14 18:01:19.530643
200,2021-04-14 18:01:17.439660,2021-04-14 18:01:19.530643
200,2021-04-14 18:01:17.439660,2021-04-14 18:01:19.531642
200,2021-04-14 18:01:17.437660,2021-04-14 18:01:19.532642
200,2021-04-14 18:01:17.437660,2021-04-14 18:01:19.532642
200,2021-04-14 18:01:17.438660,2021-04-14 18:01:19.533643
200,2021-04-14 18:01:17.439660,2021-04-14 18:01:19.538643
200,2021-04-14 18:01:17.436660,2021-04-14 18:01:19.541642
200,2021-04-14 18:01:17.424659,2021-04-14 18:01:21.145630
200,2021-04-14 18:01:17.410660,2021-04-14 18:01:21.147630
200,2021-04-14 18:01:17.424659,2021-04-14 18:01:21.149630
200,2021-04-14 18:01:17.434660,2021-04-14 18:01:21.150630
200,2021-04-14 18:01:17.425661,2021-04-14 18:01:21.152629
200,2021-04-14 18:01:17.434660,2021-04-14 18:01:21.153629
200,2021-04-14 18:01:17.433660,2021-04-14 18:01:21.157630
200,2021-04-14 18:01:17.434660,2021-04-14 18:01:21.158629
200,2021-04-14 18:01:17.557658,2021-04-14 18:01:21.561633
200,2021-04-14 18:01:17.419660,2021-04-14 18:01:21.571626
200,2021-04-14 18:01:17.456659,2021-04-14 18:01:21.579626
200,2021-04-14 18:01:17.458659,2021-04-14 18:01:21.581626
200,2021-04-14 18:01:17.480659,2021-04-14 18:01:21.582626
200,2021-04-14 18:01:17.477659,2021-04-14 18:01:21.583626
200,2021-04-14 18:01:17.620659,2021-04-14 18:01:21.584626
200,2021-04-14 18:01:17.458659,2021-04-14 18:01:21.584626
200,2021-04-14 18:01:17.435659,2021-04-14 18:01:21.584626
200,2021-04-14 18:01:17.622659,2021-04-14 18:01:21.585625
200,2021-04-14 18:01:17.481659,2021-04-14 18:01:21.586626
200,2021-04-14 18:01:17.499659,2021-04-14 18:01:21.587626
200,2021-04-14 18:01:17.472659,2021-04-14 18:01:21.587626
200,2021-04-14 18:01:17.434660,2021-04-14 18:01:21.588626
200,2021-04-14 18:01:17.520659,2021-04-14 18:01:21.588626
200,2021-04-14 18:01:17.545659,2021-04-14 18:01:21.589627
200,2021-04-14 18:01:17.432660,2021-04-14 18:01:21.589627
200,2021-04-14 18:01:17.557658,2021-04-14 18:01:21.590626
200,2021-04-14 18:01:17.456659,2021-04-14 18:01:21.590626
200,2021-04-14 18:01:17.595658,2021-04-14 18:01:21.591626
200,2021-04-14 18:01:17.433660,2021-04-14 18:01:21.591626
200,2021-04-14 18:01:17.673658,2021-04-14 18:01:21.592628
200,2021-04-14 18:01:17.545659,2021-04-14 18:01:21.592628
200,2021-04-14 18:01:17.440661,2021-04-14 18:01:21.592628
200,2021-04-14 18:01:17.522659,2021-04-14 18:01:21.591626
200,2021-04-14 18:01:17.618658,2021-04-14 18:01:21.593629
200,2021-04-14 18:01:17.436660,2021-04-14 18:01:21.593629
200,2021-04-14 18:01:17.480659,2021-04-14 18:01:21.593629
200,2021-04-14 18:01:17.479660,2021-04-14 18:01:21.593629
200,2021-04-14 18:01:17.588658,2021-04-14 18:01:21.594626
200,2021-04-14 18:01:17.478660,2021-04-14 18:01:21.595625
200,2021-04-14 18:01:17.564658,2021-04-14 18:01:21.595625
200,2021-04-14 18:01:17.639658,2021-04-14 18:01:21.595625
200,2021-04-14 18:01:17.420660,2021-04-14 18:01:21.596638
200,2021-04-14 18:01:17.680658,2021-04-14 18:01:21.597627
200,2021-04-14 18:01:17.472659,2021-04-14 18:01:21.596638
200,2021-04-14 18:01:17.479660,2021-04-14 18:01:21.597627
200,2021-04-14 18:01:17.626659,2021-04-14 18:01:21.597627
200,2021-04-14 18:01:17.613658,2021-04-14 18:01:21.598626
200,2021-04-14 18:01:17.470659,2021-04-14 18:01:21.598626
200,2021-04-14 18:01:17.472659,2021-04-14 18:01:21.599627
200,2021-04-14 18:01:17.551659,2021-04-14 18:01:21.599627
200,2021-04-14 18:01:17.606658,2021-04-14 18:01:21.599627
200,2021-04-14 18:01:17.477659,2021-04-14 18:01:21.600626
200,2021-04-14 18:01:17.520659,2021-04-14 18:01:21.599627
200,2021-04-14 18:01:17.615658,2021-04-14 18:01:21.600626
200,2021-04-14 18:01:17.635658,2021-04-14 18:01:21.601626
200,2021-04-14 18:01:17.473659,2021-04-14 18:01:21.601626
200,2021-04-14 18:01:17.433660,2021-04-14 18:01:21.602626
200,2021-04-14 18:01:17.607658,2021-04-14 18:01:21.602626
200,2021-04-14 18:01:17.459659,2021-04-14 18:01:21.602626
200,2021-04-14 18:01:17.556658,2021-04-14 18:01:21.602626
200,2021-04-14 18:01:17.450659,2021-04-14 18:01:21.603628
200,2021-04-14 18:01:17.482659,2021-04-14 18:01:21.603628
200,2021-04-14 18:01:17.459659,2021-04-14 18:01:21.604625
200,2021-04-14 18:01:17.623659,2021-04-14 18:01:21.604625
200,2021-04-14 18:01:17.635658,2021-04-14 18:01:21.604625
200,2021-04-14 18:01:17.450659,2021-04-14 18:01:21.605626
200,2021-04-14 18:01:17.668658,2021-04-14 18:01:21.605626
200,2021-04-14 18:01:17.606658,2021-04-14 18:01:21.605626
200,2021-04-14 18:01:17.641658,2021-04-14 18:01:21.606625
200,2021-04-14 18:01:17.477659,2021-04-14 18:01:21.606625
200,2021-04-14 18:01:17.626659,2021-04-14 18:01:21.606625
200,2021-04-14 18:01:17.449659,2021-04-14 18:01:21.606625
200,2021-04-14 18:01:17.583657,2021-04-14 18:01:21.607639
200,2021-04-14 18:01:17.436660,2021-04-14 18:01:21.607639
200,2021-04-14 18:01:17.643659,2021-04-14 18:01:21.607639
200,2021-04-14 18:01:17.617658,2021-04-14 18:01:21.607639
200,2021-04-14 18:01:17.435659,2021-04-14 18:01:21.607639
200,2021-04-14 18:01:17.485661,2021-04-14 18:01:21.608625
200,2021-04-14 18:01:17.585658,2021-04-14 18:01:21.608625
200,2021-04-14 18:01:17.475659,2021-04-14 18:01:21.608625
200,2021-04-14 18:01:17.515659,2021-04-14 18:01:21.609638
200,2021-04-14 18:01:17.624658,2021-04-14 18:01:21.609638
200,2021-04-14 18:01:17.674658,2021-04-14 18:01:21.609638
200,2021-04-14 18:01:17.469659,2021-04-14 18:01:21.610625
200,2021-04-14 18:01:17.662659,2021-04-14 18:01:21.610625
200,2021-04-14 18:01:17.627659,2021-04-14 18:01:21.610625
200,2021-04-14 18:01:17.579659,2021-04-14 18:01:21.611626
200,2021-04-14 18:01:17.475659,2021-04-14 18:01:21.610625
200,2021-04-14 18:01:17.643659,2021-04-14 18:01:21.611626
200,2021-04-14 18:01:17.548660,2021-04-14 18:01:21.612625
200,2021-04-14 18:01:17.452660,2021-04-14 18:01:21.612625
200,2021-04-14 18:01:17.621659,2021-04-14 18:01:21.612625
200,2021-04-14 18:01:17.649659,2021-04-14 18:01:21.612625
200,2021-04-14 18:01:17.480659,2021-04-14 18:01:21.612625
200,2021-04-14 18:01:17.600658,2021-04-14 18:01:21.614629
200,2021-04-14 18:01:17.457659,2021-04-14 18:01:21.614629
200,2021-04-14 18:01:17.470659,2021-04-14 18:01:21.614629
